基金代码,基金名称,重仓股代码,重仓股比例_x,重仓股比例_y,仓位变化,日期
090003.OF,大成蓝筹稳健,600887.SH,5.664,6.8186,1.1546,2020/3/31
090003.OF,大成蓝筹稳健,002236.SZ,4.6239,0,-4.6239,2020/3/31
090003.OF,大成蓝筹稳健,300760.SZ,3.3546,4.233,0.8784,2020/3/31
090004.OF,大成精选增值,600690.SH,3.4993,4.2717,0.7724,2020/3/31
090004.OF,大成精选增值,002430.SZ,3.6329,0,-3.6329,2020/3/31
090004.OF,大成精选增值,000063.SZ,3.8534,0,-3.8534,2020/3/31
090004.OF,大成精选增值,600519.SH,3.9543,4.2162,0.2619,2020/3/31
090004.OF,大成精选增值,300760.SZ,4.0961,7.3568,3.2607,2020/3/31
090004.OF,大成精选增值,002415.SZ,7.0129,6.7848,-0.2281,2020/3/31
090004.OF,大成精选增值,300144.SZ,7.8726,8.2623,0.3897,2020/3/31
090004.OF,大成精选增值,002236.SZ,3.645,0,-3.645,2020/3/31
090004.OF,大成精选增值,603517.SH,4.1704,4.9025,0.7321,2020/3/31
090004.OF,大成精选增值,688111.SH,3.9266,0,-3.9266,2020/3/31
090004.OF,大成精选增值,688029.SH,0,2.9031,2.9031,2020/3/31
090004.OF,大成精选增值,603444.SH,0,3.0274,3.0274,2020/3/31
090004.OF,大成精选增值,688036.SH,0,3.1993,3.1993,2020/3/31
090004.OF,大成精选增值,300529.SZ,0,4.5975,4.5975,2020/3/31
090007.OF,大成策略回报,601689.SH,4.391,0,-4.391,2020/3/31
090007.OF,大成策略回报,002415.SZ,3.5647,5.2633,1.6986,2020/3/31
090007.OF,大成策略回报,601111.SH,4.0468,4.7723,0.7255,2020/3/31
090007.OF,大成策略回报,002236.SZ,5.1591,0,-5.1591,2020/3/31
090007.OF,大成策略回报,600887.SH,5.7726,8.1647,2.3921,2020/3/31
090007.OF,大成策略回报,300408.SZ,6.2685,4.6069,-1.6616,2020/3/31
090007.OF,大成策略回报,300124.SZ,6.349,5.1199,-1.2291,2020/3/31
090007.OF,大成策略回报,600340.SH,6.4892,5.2816,-1.2076,2020/3/31
090007.OF,大成策略回报,601166.SH,7.3602,7.5336,0.1734,2020/3/31
090007.OF,大成策略回报,300144.SZ,8.8844,7.8446,-1.0398,2020/3/31
090007.OF,大成策略回报,600176.SH,0,5.9834,5.9834,2020/3/31
090007.OF,大成策略回报,300760.SZ,0,4.259,4.259,2020/3/31
090011.OF,大成核心双动力,600383.SH,0,3.2115,3.2115,2020/3/31
090011.OF,大成核心双动力,601166.SH,0,2.4071,2.4071,2020/3/31
090011.OF,大成核心双动力,600887.SH,0,2.1528,2.1528,2020/3/31
090011.OF,大成核心双动力,600104.SH,0,2.1114,2.1114,2020/3/31
090011.OF,大成核心双动力,600036.SH,0,2.0247,2.0247,2020/3/31
090011.OF,大成核心双动力,601328.SH,2.4798,1.9701,-0.5097,2020/3/31
090011.OF,大成核心双动力,601628.SH,2.389,2.1128,-0.2762,2020/3/31
090011.OF,大成核心双动力,601988.SH,2.1876,2.0243,-0.1633,2020/3/31
090011.OF,大成核心双动力,600837.SH,2.1377,2.0172,-0.1205,2020/3/31
090011.OF,大成核心双动力,600519.SH,2.5737,0,-2.5737,2020/3/31
090011.OF,大成核心双动力,601318.SH,1.9522,2.5575,0.6053,2020/3/31
090011.OF,大成核心双动力,003816.SZ,1.8014,0,-1.8014,2020/3/31
090011.OF,大成核心双动力,601377.SH,1.6379,0,-1.6379,2020/3/31
090011.OF,大成核心双动力,002508.SZ,1.5692,0,-1.5692,2020/3/31
090011.OF,大成核心双动力,600919.SH,1.9755,0,-1.9755,2020/3/31
090015.OF,大成内需增长A,600436.SH,0,4.06,4.06,2020/3/31
090015.OF,大成内需增长A,603517.SH,0,3.653,3.653,2020/3/31
090015.OF,大成内需增长A,002607.SZ,0,3.3199,3.3199,2020/3/31
090015.OF,大成内需增长A,300144.SZ,0,3.2269,3.2269,2020/3/31
090015.OF,大成内需增长A,600276.SH,0,3.1513,3.1513,2020/3/31
090015.OF,大成内需增长A,000596.SZ,2.8462,0,-2.8462,2020/3/31
090015.OF,大成内需增长A,300601.SZ,2.9449,0,-2.9449,2020/3/31
090015.OF,大成内需增长A,600887.SH,3.0697,0,-3.0697,2020/3/31
090015.OF,大成内需增长A,002555.SZ,0,4.7829,4.7829,2020/3/31
090015.OF,大成内需增长A,600690.SH,3.1232,3.6036,0.4804,2020/3/31
090015.OF,大成内需增长A,000860.SZ,3.751,0,-3.751,2020/3/31
090015.OF,大成内需增长A,600036.SH,4.2804,0,-4.2804,2020/3/31
090015.OF,大成内需增长A,000651.SZ,4.704,0,-4.704,2020/3/31
090015.OF,大成内需增长A,000858.SZ,5.2382,0,-5.2382,2020/3/31
090015.OF,大成内需增长A,600519.SH,8.129,9.7302,1.6012,2020/3/31
090015.OF,大成内需增长A,300451.SZ,0,3.1094,3.1094,2020/3/31
090015.OF,大成内需增长A,300760.SZ,3.0581,5.6172,2.5591,2020/3/31
090016.OF,大成消费主题,002292.SZ,3.525,0,-3.525,2020/3/31
090016.OF,大成消费主题,688021.SH,5.849,0,-5.849,2020/3/31
090016.OF,大成消费主题,688020.SH,3.9678,0,-3.9678,2020/3/31
090016.OF,大成消费主题,600048.SH,4.2313,0,-4.2313,2020/3/31
090016.OF,大成消费主题,002311.SZ,4.76,0,-4.76,2020/3/31
090016.OF,大成消费主题,300750.SZ,4.8166,0,-4.8166,2020/3/31
090016.OF,大成消费主题,603989.SH,5.1193,0,-5.1193,2020/3/31
090016.OF,大成消费主题,600690.SH,8.1987,6.4359,-1.7628,2020/3/31
090016.OF,大成消费主题,000998.SZ,0,9.142,9.142,2020/3/31
090016.OF,大成消费主题,300699.SZ,3.5712,0,-3.5712,2020/3/31
090016.OF,大成消费主题,300087.SZ,0,8.9684,8.9684,2020/3/31
090016.OF,大成消费主题,601658.SH,5.8018,5.5733,-0.2285,2020/3/31
090016.OF,大成消费主题,600195.SH,0,6.6843,6.6843,2020/3/31
090016.OF,大成消费主题,300760.SZ,0,6.4077,6.4077,2020/3/31
090016.OF,大成消费主题,600966.SH,0,4.828,4.828,2020/3/31
090016.OF,大成消费主题,600598.SH,0,3.4443,3.4443,2020/3/31
090016.OF,大成消费主题,002690.SZ,0,3.4211,3.4211,2020/3/31
090016.OF,大成消费主题,600519.SH,0,7.2796,7.2796,2020/3/31
090018.OF,大成新锐产业,600048.SH,4.1589,0,-4.1589,2020/3/31
090018.OF,大成新锐产业,002311.SZ,4.314,0,-4.314,2020/3/31
090018.OF,大成新锐产业,300699.SZ,4.4603,7.6329,3.1726,2020/3/31
090018.OF,大成新锐产业,300750.SZ,4.7153,0,-4.7153,2020/3/31
090018.OF,大成新锐产业,603989.SH,4.8389,0,-4.8389,2020/3/31
090018.OF,大成新锐产业,002601.SZ,5.3308,0,-5.3308,2020/3/31
090018.OF,大成新锐产业,601658.SH,5.7113,5.8677,0.1564,2020/3/31
090018.OF,大成新锐产业,688021.SH,5.7569,0,-5.7569,2020/3/31
090018.OF,大成新锐产业,601952.SH,0,3.6991,3.6991,2020/3/31
090018.OF,大成新锐产业,002258.SZ,4.0427,0,-4.0427,2020/3/31
090018.OF,大成新锐产业,688009.SH,0,3.7118,3.7118,2020/3/31
090018.OF,大成新锐产业,002734.SZ,0,3.7268,3.7268,2020/3/31
090018.OF,大成新锐产业,600988.SH,0,3.842,3.842,2020/3/31
090018.OF,大成新锐产业,002332.SZ,0,4.2207,4.2207,2020/3/31
090018.OF,大成新锐产业,603018.SH,0,4.4817,4.4817,2020/3/31
090018.OF,大成新锐产业,002541.SZ,0,5.2809,5.2809,2020/3/31
090018.OF,大成新锐产业,600216.SH,0,7.2951,7.2951,2020/3/31
090018.OF,大成新锐产业,600690.SH,8.0092,0,-8.0092,2020/3/31
090019.OF,大成景恒A,003816.SZ,2.6565,0,-2.6565,2020/3/31
090019.OF,大成景恒A,002544.SZ,2.3123,0,-2.3123,2020/3/31
090019.OF,大成景恒A,002061.SZ,2.34,2.2126,-0.1274,2020/3/31
090019.OF,大成景恒A,601916.SH,0,2.0414,2.0414,2020/3/31
090019.OF,大成景恒A,002254.SZ,2.4908,2.0076,-0.4832,2020/3/31
090019.OF,大成景恒A,601669.SH,0,1.891,1.891,2020/3/31
090019.OF,大成景恒A,300732.SZ,2.0786,2.1628,0.0842,2020/3/31
090019.OF,大成景恒A,600963.SH,2.1805,2.5513,0.3708,2020/3/31
090019.OF,大成景恒A,300137.SZ,0,1.9518,1.9518,2020/3/31
090019.OF,大成景恒A,002480.SZ,2.2234,2.7124,0.489,2020/3/31
090019.OF,大成景恒A,000528.SZ,2.2266,2.2736,0.047,2020/3/31
090019.OF,大成景恒A,600773.SH,2.264,0,-2.264,2020/3/31
090019.OF,大成景恒A,603025.SH,2.1825,1.9444,-0.2381,2020/3/31
090020.OF,大成健康产业,600079.SH,7.2362,0,-7.2362,2020/3/31
090020.OF,大成健康产业,688029.SH,6.5612,6.8195,0.2583,2020/3/31
090020.OF,大成健康产业,300601.SZ,4.3698,3.8982,-0.4716,2020/3/31
090020.OF,大成健康产业,600529.SH,6.2087,6.2872,0.0785,2020/3/31
090020.OF,大成健康产业,300482.SZ,5.5061,0,-5.5061,2020/3/31
090020.OF,大成健康产业,600673.SH,4.6875,0,-4.6875,2020/3/31
090020.OF,大成健康产业,000513.SZ,4.5018,0,-4.5018,2020/3/31
090020.OF,大成健康产业,002001.SZ,4.2452,0,-4.2452,2020/3/31
090020.OF,大成健康产业,600276.SH,7.4467,8.9365,1.4898,2020/3/31
090020.OF,大成健康产业,300326.SZ,0,6.533,6.533,2020/3/31
090020.OF,大成健康产业,002007.SZ,0,4.305,4.305,2020/3/31
090020.OF,大成健康产业,603456.SH,0,4.6655,4.6655,2020/3/31
090020.OF,大成健康产业,002332.SZ,0,4.708,4.708,2020/3/31
090020.OF,大成健康产业,600521.SH,0,4.9165,4.9165,2020/3/31
090020.OF,大成健康产业,603882.SH,7.4524,6.7262,-0.7262,2020/3/31
100016.OF,富国天源沪港深,300357.SZ,3.1359,3.7664,0.6305,2020/3/31
100016.OF,富国天源沪港深,600309.SH,0,2.3159,2.3159,2020/3/31
100016.OF,富国天源沪港深,300326.SZ,0,2.794,2.794,2020/3/31
100016.OF,富国天源沪港深,300294.SZ,0,5.0193,5.0193,2020/3/31
100016.OF,富国天源沪港深,603986.SH,3.3027,0,-3.3027,2020/3/31
100016.OF,富国天源沪港深,0700.HK,1.8747,3.0035,1.1288,2020/3/31
100016.OF,富国天源沪港深,2202.HK,2.0726,0,-2.0726,2020/3/31
100016.OF,富国天源沪港深,600690.SH,2.1149,0,-2.1149,2020/3/31
100016.OF,富国天源沪港深,600519.SH,7.4916,8.3474,0.8558,2020/3/31
100016.OF,富国天源沪港深,300529.SZ,7.0162,8.1501,1.1339,2020/3/31
100016.OF,富国天源沪港深,600763.SH,6.4128,5.7014,-0.7114,2020/3/31
100016.OF,富国天源沪港深,1317.HK,3.571,2.0225,-1.5485,2020/3/31
100016.OF,富国天源沪港深,600529.SH,3.5573,4.5776,1.0203,2020/3/31
100020.OF,富国天益价值,002311.SZ,0,4.3751,4.3751,2020/3/31
100020.OF,富国天益价值,000661.SZ,0,4.1537,4.1537,2020/3/31
100020.OF,富国天益价值,600031.SH,0,3.4961,3.4961,2020/3/31
100020.OF,富国天益价值,603501.SH,4.5668,0,-4.5668,2020/3/31
100020.OF,富国天益价值,002271.SZ,5.4525,5.3654,-0.0871,2020/3/31
100020.OF,富国天益价值,000651.SZ,5.9463,3.6009,-2.3454,2020/3/31
100020.OF,富国天益价值,300144.SZ,6.1281,3.7677,-2.3604,2020/3/31
100020.OF,富国天益价值,601318.SH,6.4771,0,-6.4771,2020/3/31
100020.OF,富国天益价值,000338.SZ,6.479,3.3675,-3.1115,2020/3/31
100020.OF,富国天益价值,002153.SZ,6.6496,0,-6.6496,2020/3/31
100020.OF,富国天益价值,300760.SZ,6.9843,7.4324,0.4481,2020/3/31
100020.OF,富国天益价值,600309.SH,7.3505,3.485,-3.8655,2020/3/31
100020.OF,富国天益价值,600519.SH,7.6578,6.5847,-1.0731,2020/3/31
100022.OF,富国天瑞强势精选,002555.SZ,4.991,4.2145,-0.7765,2020/3/31
100022.OF,富国天瑞强势精选,000002.SZ,5.0572,0,-5.0572,2020/3/31
100022.OF,富国天瑞强势精选,002475.SZ,7.4706,4.526,-2.9446,2020/3/31
100022.OF,富国天瑞强势精选,601318.SH,4.2055,0,-4.2055,2020/3/31
100022.OF,富国天瑞强势精选,600519.SH,4.5644,6.0538,1.4894,2020/3/31
100022.OF,富国天瑞强势精选,300271.SZ,3.596,0,-3.596,2020/3/31
100022.OF,富国天瑞强势精选,603444.SH,0,2.9604,2.9604,2020/3/31
100022.OF,富国天瑞强势精选,603259.SH,3.0585,0,-3.0585,2020/3/31
100022.OF,富国天瑞强势精选,300014.SZ,4.1613,0,-4.1613,2020/3/31
100022.OF,富国天瑞强势精选,300122.SZ,0,7.5037,7.5037,2020/3/31
100022.OF,富国天瑞强势精选,002311.SZ,0,6.4357,6.4357,2020/3/31
100022.OF,富国天瑞强势精选,002044.SZ,3.1491,0,-3.1491,2020/3/31
100022.OF,富国天瑞强势精选,000739.SZ,0,6.0281,6.0281,2020/3/31
100022.OF,富国天瑞强势精选,000513.SZ,0,5.8167,5.8167,2020/3/31
100022.OF,富国天瑞强势精选,000656.SZ,0,4.4605,4.4605,2020/3/31
100022.OF,富国天瑞强势精选,601166.SH,3.0348,0,-3.0348,2020/3/31
100022.OF,富国天瑞强势精选,300003.SZ,0,3.9608,3.9608,2020/3/31
100026.OF,富国天合稳健优选,600519.SH,0,3.7707,3.7707,2020/3/31
100026.OF,富国天合稳健优选,300760.SZ,0,3.5389,3.5389,2020/3/31
100026.OF,富国天合稳健优选,002643.SZ,7.5496,5.2478,-2.3018,2020/3/31
100026.OF,富国天合稳健优选,000002.SZ,7.0084,7.1352,0.1268,2020/3/31
100026.OF,富国天合稳健优选,600887.SH,5.5466,5.9686,0.422,2020/3/31
100026.OF,富国天合稳健优选,603259.SH,4.9967,5.2046,0.2079,2020/3/31
100026.OF,富国天合稳健优选,300285.SZ,4.954,6.4856,1.5316,2020/3/31
100026.OF,富国天合稳健优选,600030.SH,3.2495,0,-3.2495,2020/3/31
100026.OF,富国天合稳健优选,688111.SH,0,4.202,4.202,2020/3/31
100026.OF,富国天合稳健优选,002142.SZ,3.0223,3.518,0.4957,2020/3/31
100026.OF,富国天合稳健优选,600309.SH,3.0042,0,-3.0042,2020/3/31
100026.OF,富国天合稳健优选,000651.SZ,5.5321,7.0862,1.5541,2020/3/31
100026.OF,富国天合稳健优选,601398.SH,3.033,0,-3.033,2020/3/31
100039.OF,富国通胀通缩主题,000338.SZ,3.028,0,-3.028,2020/3/31
100039.OF,富国通胀通缩主题,000977.SZ,7.6265,0,-7.6265,2020/3/31
100039.OF,富国通胀通缩主题,002008.SZ,6.411,0,-6.411,2020/3/31
100039.OF,富国通胀通缩主题,300572.SZ,5.0781,0,-5.0781,2020/3/31
100039.OF,富国通胀通缩主题,603133.SH,4.7508,3.0907,-1.6601,2020/3/31
100039.OF,富国通胀通缩主题,002001.SZ,4.5366,0,-4.5366,2020/3/31
100039.OF,富国通胀通缩主题,603501.SH,4.4388,0,-4.4388,2020/3/31
100039.OF,富国通胀通缩主题,600114.SH,4.1633,0,-4.1633,2020/3/31
100039.OF,富国通胀通缩主题,002475.SZ,3.0262,6.7901,3.7639,2020/3/31
100039.OF,富国通胀通缩主题,000063.SZ,3.064,0,-3.064,2020/3/31
100039.OF,富国通胀通缩主题,002511.SZ,0,4.2068,4.2068,2020/3/31
100039.OF,富国通胀通缩主题,600519.SH,0,3.9955,3.9955,2020/3/31
100039.OF,富国通胀通缩主题,300226.SZ,0,5.0179,5.0179,2020/3/31
100039.OF,富国通胀通缩主题,000656.SZ,0,3.2118,3.2118,2020/3/31
100039.OF,富国通胀通缩主题,002624.SZ,0,2.9129,2.9129,2020/3/31
100039.OF,富国通胀通缩主题,002821.SZ,0,2.8417,2.8417,2020/3/31
100039.OF,富国通胀通缩主题,603486.SH,0,2.6902,2.6902,2020/3/31
100039.OF,富国通胀通缩主题,300188.SZ,0,2.6736,2.6736,2020/3/31
100056.OF,富国低碳环保,601288.SH,2.973,5.18,2.207,2020/3/31
100056.OF,富国低碳环保,601668.SH,3.1992,0,-3.1992,2020/3/31
100056.OF,富国低碳环保,002127.SZ,3.6189,4.6831,1.0642,2020/3/31
100056.OF,富国低碳环保,000002.SZ,4.3127,0,-4.3127,2020/3/31
100056.OF,富国低碳环保,000951.SZ,5.1119,0,-5.1119,2020/3/31
100056.OF,富国低碳环保,600031.SH,6.172,0,-6.172,2020/3/31
100056.OF,富国低碳环保,600048.SH,6.3898,0,-6.3898,2020/3/31
100056.OF,富国低碳环保,000961.SZ,7.6592,4.0522,-3.607,2020/3/31
100056.OF,富国低碳环保,000338.SZ,7.697,0,-7.697,2020/3/31
100056.OF,富国低碳环保,002120.SZ,7.6169,0,-7.6169,2020/3/31
100056.OF,富国低碳环保,601988.SH,0,5.1902,5.1902,2020/3/31
100056.OF,富国低碳环保,601328.SH,0,5.1433,5.1433,2020/3/31
100056.OF,富国低碳环保,601398.SH,0,4.9807,4.9807,2020/3/31
100056.OF,富国低碳环保,601939.SH,0,4.9095,4.9095,2020/3/31
100056.OF,富国低碳环保,600886.SH,0,4.1492,4.1492,2020/3/31
100056.OF,富国低碳环保,600674.SH,0,4.0626,4.0626,2020/3/31
100056.OF,富国低碳环保,600900.SH,0,8.1988,8.1988,2020/3/31
100060.OF,富国高新技术产业,603986.SH,4.4996,0,-4.4996,2020/3/31
100060.OF,富国高新技术产业,300014.SZ,4.6124,0,-4.6124,2020/3/31
100060.OF,富国高新技术产业,688388.SH,4.8594,0,-4.8594,2020/3/31
100060.OF,富国高新技术产业,603444.SH,5.4717,8.5956,3.1239,2020/3/31
100060.OF,富国高新技术产业,300315.SZ,5.7129,0,-5.7129,2020/3/31
100060.OF,富国高新技术产业,002555.SZ,6.4879,7.5107,1.0228,2020/3/31
100060.OF,富国高新技术产业,300750.SZ,7.6508,0,-7.6508,2020/3/31
100060.OF,富国高新技术产业,000951.SZ,7.69,0,-7.69,2020/3/31
100060.OF,富国高新技术产业,603129.SH,8.1066,0,-8.1066,2020/3/31
100060.OF,富国高新技术产业,688111.SH,0,4.5145,4.5145,2020/3/31
100060.OF,富国高新技术产业,600570.SH,0,4.4822,4.4822,2020/3/31
100060.OF,富国高新技术产业,002475.SZ,0,4.5598,4.5598,2020/3/31
100060.OF,富国高新技术产业,600522.SH,0,4.6552,4.6552,2020/3/31
100060.OF,富国高新技术产业,000977.SZ,0,4.7066,4.7066,2020/3/31
100060.OF,富国高新技术产业,603259.SH,0,4.9632,4.9632,2020/3/31
100060.OF,富国高新技术产业,600216.SH,0,5.1443,5.1443,2020/3/31
100060.OF,富国高新技术产业,300760.SZ,0,6.0092,6.0092,2020/3/31
100060.OF,富国高新技术产业,603799.SH,8.4704,0,-8.4704,2020/3/31
110001.OF,易方达平稳增长,600004.SH,2.2246,0,-2.2246,2020/3/31
110001.OF,易方达平稳增长,002376.SZ,2.5157,0,-2.5157,2020/3/31
110001.OF,易方达平稳增长,002025.SZ,2.133,0,-2.133,2020/3/31
110001.OF,易方达平稳增长,000002.SZ,3.0916,3.5058,0.4142,2020/3/31
110001.OF,易方达平稳增长,300476.SZ,6.7091,7.7651,1.056,2020/3/31
110001.OF,易方达平稳增长,002396.SZ,2.9933,0,-2.9933,2020/3/31
110001.OF,易方达平稳增长,002384.SZ,2.1957,0,-2.1957,2020/3/31
110001.OF,易方达平稳增长,300773.SZ,1.6163,0,-1.6163,2020/3/31
110001.OF,易方达平稳增长,000858.SZ,0,2.8717,2.8717,2020/3/31
110001.OF,易方达平稳增长,300628.SZ,2.1141,0,-2.1141,2020/3/31
110001.OF,易方达平稳增长,002013.SZ,0,1.6864,1.6864,2020/3/31
110001.OF,易方达平稳增长,603520.SH,0,1.9718,1.9718,2020/3/31
110001.OF,易方达平稳增长,600519.SH,0,1.9751,1.9751,2020/3/31
110001.OF,易方达平稳增长,601012.SH,1.8623,0,-1.8623,2020/3/31
110001.OF,易方达平稳增长,600048.SH,0,2.1432,2.1432,2020/3/31
110001.OF,易方达平稳增长,300078.SZ,0,2.2573,2.2573,2020/3/31
110001.OF,易方达平稳增长,000403.SZ,0,1.9899,1.9899,2020/3/31
110001.OF,易方达平稳增长,600570.SH,0,2.3864,2.3864,2020/3/31
110002.OF,易方达策略成长,600183.SH,3.2303,3.1703,-0.06,2020/3/31
110002.OF,易方达策略成长,600066.SH,3.4763,4.1497,0.6734,2020/3/31
110002.OF,易方达策略成长,000651.SZ,3.8121,0,-3.8121,2020/3/31
110002.OF,易方达策略成长,600009.SH,4.0268,0,-4.0268,2020/3/31
110002.OF,易方达策略成长,300628.SZ,4.8545,0,-4.8545,2020/3/31
110002.OF,易方达策略成长,000858.SZ,5.4533,0,-5.4533,2020/3/31
110002.OF,易方达策略成长,600276.SH,7.182,0,-7.182,2020/3/31
110002.OF,易方达策略成长,300498.SZ,2.9554,3.2755,0.3201,2020/3/31
110002.OF,易方达策略成长,603806.SH,3.1956,0,-3.1956,2020/3/31
110002.OF,易方达策略成长,603288.SH,2.999,0,-2.999,2020/3/31
110002.OF,易方达策略成长,002624.SZ,0,3.1483,3.1483,2020/3/31
110002.OF,易方达策略成长,002146.SZ,0,3.0745,3.0745,2020/3/31
110002.OF,易方达策略成长,603520.SH,0,3.0734,3.0734,2020/3/31
110002.OF,易方达策略成长,000002.SZ,0,3.0055,3.0055,2020/3/31
110002.OF,易方达策略成长,600380.SH,0,2.7807,2.7807,2020/3/31
110002.OF,易方达策略成长,300226.SZ,0,2.7754,2.7754,2020/3/31
110002.OF,易方达策略成长,002777.SZ,0,2.6198,2.6198,2020/3/31
110005.OF,易方达积极成长,300253.SZ,0,3.8946,3.8946,2020/3/31
110005.OF,易方达积极成长,600547.SH,0,7.9291,7.9291,2020/3/31
110005.OF,易方达积极成长,300628.SZ,9.3448,9.0083,-0.3365,2020/3/31
110005.OF,易方达积极成长,603707.SH,8.4735,10.1434,1.6699,2020/3/31
110005.OF,易方达积极成长,000001.SZ,8.1058,0,-8.1058,2020/3/31
110005.OF,易方达积极成长,600737.SH,0,4.1292,4.1292,2020/3/31
110005.OF,易方达积极成长,300498.SZ,7.5687,0,-7.5687,2020/3/31
110005.OF,易方达积极成长,002311.SZ,6.1665,6.155,-0.0115,2020/3/31
110005.OF,易方达积极成长,601899.SH,0,7.3443,7.3443,2020/3/31
110005.OF,易方达积极成长,002430.SZ,5.6218,0,-5.6218,2020/3/31
110005.OF,易方达积极成长,002032.SZ,5.0447,0,-5.0447,2020/3/31
110005.OF,易方达积极成长,002415.SZ,4.9164,0,-4.9164,2020/3/31
110005.OF,易方达积极成长,603883.SH,0,4.3012,4.3012,2020/3/31
110005.OF,易方达积极成长,002242.SZ,0,4.2389,4.2389,2020/3/31
110005.OF,易方达积极成长,002690.SZ,6.4222,3.9763,-2.4459,2020/3/31
110005.OF,易方达积极成长,300144.SZ,4.5693,0,-4.5693,2020/3/31
110009.OF,易方达价值精选,600519.SH,9.5334,9.96,0.4266,2020/3/31
110009.OF,易方达价值精选,000568.SZ,9.4096,9.2641,-0.1455,2020/3/31
110009.OF,易方达价值精选,000858.SZ,9.1561,9.2395,0.0834,2020/3/31
110009.OF,易方达价值精选,000651.SZ,8.0402,7.787,-0.2532,2020/3/31
110009.OF,易方达价值精选,002127.SZ,5.4213,6.5834,1.1621,2020/3/31
110009.OF,易方达价值精选,600048.SH,5.9629,7.3374,1.3745,2020/3/31
110009.OF,易方达价值精选,601012.SH,5.5538,0,-5.5538,2020/3/31
110009.OF,易方达价值精选,600486.SH,7.3534,0,-7.3534,2020/3/31
110009.OF,易方达价值精选,001914.SZ,0,2.5919,2.5919,2020/3/31
110009.OF,易方达价值精选,600276.SH,0,5.3623,5.3623,2020/3/31
110009.OF,易方达价值精选,600585.SH,0,5.6672,5.6672,2020/3/31
110009.OF,易方达价值精选,300498.SZ,6.6278,0,-6.6278,2020/3/31
110009.OF,易方达价值精选,000002.SZ,7.1254,6.9835,-0.1419,2020/3/31
110011.OF,易方达中小盘,600690.SH,10.145,6.8505,-3.2945,2020/3/31
110011.OF,易方达中小盘,600519.SH,9.6444,9.7401,0.0957,2020/3/31
110011.OF,易方达中小盘,600009.SH,9.2922,9.2199,-0.0723,2020/3/31
110011.OF,易方达中小盘,002007.SZ,8.6722,10.0401,1.3679,2020/3/31
110011.OF,易方达中小盘,300015.SZ,5.7289,6.7175,0.9886,2020/3/31
110011.OF,易方达中小盘,600161.SH,5.155,7.17,2.015,2020/3/31
110011.OF,易方达中小盘,002032.SZ,5.1476,5.5015,0.3539,2020/3/31
110011.OF,易方达中小盘,600066.SH,4.9679,5.7693,0.8014,2020/3/31
110011.OF,易方达中小盘,000858.SZ,9.1315,9.6768,0.5453,2020/3/31
110011.OF,易方达中小盘,000568.SZ,9.9395,9.5402,-0.3993,2020/3/31
110015.OF,易方达行业领先,000100.SZ,3.1743,0,-3.1743,2020/3/31
110015.OF,易方达行业领先,600276.SH,3.4107,4.3332,0.9225,2020/3/31
110015.OF,易方达行业领先,601318.SH,3.7005,2.8748,-0.8257,2020/3/31
110015.OF,易方达行业领先,600036.SH,4.2309,3.8757,-0.3552,2020/3/31
110015.OF,易方达行业领先,000858.SZ,4.6074,8.2989,3.6915,2020/3/31
110015.OF,易方达行业领先,601012.SH,4.6232,5.1619,0.5387,2020/3/31
110015.OF,易方达行业领先,002202.SZ,4.657,3.3589,-1.2981,2020/3/31
110015.OF,易方达行业领先,600519.SH,7.1715,8.8033,1.6318,2020/3/31
